
S&P 500 INDEX,Last: 7489.7202,Change:  52.0902
Date: 3 August 2026 at 05:22 GMT-4,Bid: 7440.8301,Ask: 7519.0498,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Oct 16 2026,SPX261016C05225000,0,0,2336.3,2341.6,0,0.4046,0.9848,0,0,5225.00,SPX261016P05225000,8.1,-1.45,7.1,7.6,10,0.3955,-0.0153,0,785
Fri Oct 16 2026,SPX261016C05250000,0,0,2312.1,2316.6,0,0.4013,0.9844,0,0,5250.00,SPX261016P05250000,8.3,-1.45,7.4,7.8,15,0.3929,-0.0157,0,1448
Fri Oct 16 2026,SPXW261016C05250000,0,0,2308.1,2319.7,0,0.3987,0.9842,0,0,5250.00,SPXW261016P05250000,10.1,0.15,7.5,7.8,1,0.3926,-0.0158,0,417
Fri Oct 16 2026,SPX261016C05275000,1721.51,0,2287.1,2292.3,0,0.3976,0.9839,0,1,5275.00,SPX261016P05275000,10.2,0.15,7.6,8,1,0.39,-0.0162,0,346
Fri Oct 16 2026,SPX261016C05300000,0,0,2262.9,2267.3,0,0.3942,0.9834,0,0,5300.00,SPX261016P05300000,8.7,-1.55,7.7,8.2,155,0.3866,-0.0166,0,4998
Fri Oct 16 2026,SPXW261016C05300000,0,0,2258.9,2270.6,0,0.3923,0.9833,0,0,5300.00,SPXW261016P05300000,9.2,-1.25,7.9,8.2,9,0.3866,-0.0168,0,76
Fri Oct 16 2026,SPX261016C05325000,0,0,2237.9,2243.2,0,0.3912,0.9829,0,0,5325.00,SPX261016P05325000,10.7,0.2,7.9,8.4,4,0.3836,-0.0171,0,477
Fri Oct 16 2026,SPX261016C05350000,1896.56,0,2213.8,2218.1,0,0.3877,0.9824,0,1,5350.00,SPX261016P05350000,9.1,-1.65,8.1,8.6,422,0.3805,-0.0176,0,2798
Fri Oct 16 2026,SPXW261016C05350000,0,0,2209.8,2221.4,0,0.3859,0.9823,0,0,5350.00,SPXW261016P05350000,11,0,8.3,8.6,0,0.3805,-0.0178,0,84
Fri Oct 16 2026,SPX261016C05375000,0,0,2188.8,2194,0,0.3846,0.9819,0,0,5375.00,SPX261016P05375000,14.9,0,8.3,8.8,0,0.3774,-0.0181,0,431
Fri Oct 16 2026,SPX261016C05400000,1536.9,0,2164.6,2169,0,0.3812,0.9814,0,1,5400.00,SPX261016P05400000,9.5,-1.75,8.5,9,2,0.3743,-0.0186,0,7093
Fri Oct 16 2026,SPXW261016C05400000,0,0,2160.8,2172.1,0,0.3803,0.9812,0,0,5400.00,SPXW261016P05400000,10.1,-1.4,8.8,9,4,0.3746,-0.0188,0,133
Fri Oct 16 2026,SPX261016C05425000,0,0,2139.7,2144.9,0,0.3783,0.9809,0,0,5425.00,SPX261016P05425000,15.7,0,8.8,9.2,0,0.3715,-0.0192,0,1211
Fri Oct 16 2026,SPX261016C05450000,0,0,2115.5,2119.9,0,0.3748,0.9803,0,0,5450.00,SPX261016P05450000,9.9,-1.95,9,9.5,16,0.3686,-0.0198,0,4455
Fri Oct 16 2026,SPXW261016C05450000,0,0,2111.7,2123,0,0.374,0.9801,0,0,5450.00,SPXW261016P05450000,12.1,0,9.2,9.5,0,0.3686,-0.0199,0,46
Fri Oct 16 2026,SPX261016C05475000,0,0,2090.8,2095.7,0,0.3721,0.9797,0,0,5475.00,SPX261016P05475000,12.25,0,9.2,9.7,0,0.3654,-0.0203,0,437
Fri Oct 16 2026,SPX261016C05500000,1941,0,2066.4,2070.8,0,0.3683,0.9791,0,17,5500.00,SPX261016P05500000,10.5,-1.95,9.5,9.9,511,0.3625,-0.0209,0,11901
Fri Oct 16 2026,SPXW261016C05500000,0,0,2062.6,2074.1,0,0.3672,0.9789,0,0,5500.00,SPXW261016P05500000,12.8,0,9.7,10,0,0.3627,-0.0211,0,103
Fri Oct 16 2026,SPX261016C05525000,1406.6,0,2041.5,2046.6,0,0.365,0.9785,0,5,5525.00,SPX261016P05525000,11,-1.75,9.7,10.2,15,0.3595,-0.0216,0,474
Fri Oct 16 2026,SPX261016C05550000,2107.88,0,2017.4,2021.7,0,0.362,0.9779,0,3,5550.00,SPX261016P05550000,12,-1.05,9.9,10.4,12,0.3562,-0.0222,0,797
Fri Oct 16 2026,SPXW261016C05550000,1976.08,0,2013.4,2025,0,0.3604,0.9776,0,1,5550.00,SPXW261016P05550000,13.4,0,10.2,10.5,0,0.3567,-0.0224,0,33
Fri Oct 16 2026,SPX261016C05575000,1885.68,0,1992.4,1997.5,0,0.3584,0.9772,0,65,5575.00,SPX261016P05575000,11.5,-1.9,10.2,10.7,25,0.3534,-0.0229,0,592
Fri Oct 16 2026,SPX261016C05600000,1883.1,-6.75,1968.3,1972.6,4,0.3553,0.9765,0,12,5600.00,SPX261016P05600000,11.4,-2.35,10.5,11,16,0.3506,-0.0235,0,6475
Fri Oct 16 2026,SPXW261016C05600000,0,0,1964.5,1976,0,0.3546,0.9763,0,0,5600.00,SPXW261016P05600000,14,0,10.7,11,0,0.3505,-0.0238,0,59
Fri Oct 16 2026,SPX261016C05625000,1847.65,0,1943.4,1948.5,0,0.3522,0.9758,0,0,5625.00,SPX261016P05625000,11.8,-2.25,10.8,11.2,8,0.3475,-0.0242,0,357
Fri Oct 16 2026,SPX261016C05650000,1815.53,0,1919.2,1923.6,0,0.3488,0.9751,0,2,5650.00,SPX261016P05650000,12.5,-1.95,11,11.5,9,0.3444,-0.025,0,3520
Fri Oct 16 2026,SPXW261016C05650000,0,0,1915.4,1927,0,0.3481,0.9748,0,0,5650.00,SPXW261016P05650000,15.5,0,11.3,11.6,0,0.3448,-0.0252,0,48
Fri Oct 16 2026,SPX261016C05675000,1994.28,0,1894.4,1899.5,0,0.3459,0.9743,0,1,5675.00,SPX261016P05675000,15.85,0,11.3,11.8,0,0.3414,-0.0257,0,2543
Fri Oct 16 2026,SPX261016C05700000,1136.38,0,1870.4,1874.6,0,0.3429,0.9735,0,1,5700.00,SPX261016P05700000,12.8,-2.4,11.6,12.1,11,0.3385,-0.0265,0,6944
Fri Oct 16 2026,SPXW261016C05700000,0,0,1866.4,1878,0,0.3417,0.9733,0,0,5700.00,SPXW261016P05700000,14.1,-1.3,11.8,12.2,1,0.3386,-0.0268,0,52
Fri Oct 16 2026,SPX261016C05725000,0,0,1845.4,1850.5,0,0.3394,0.9727,0.0001,0,5725.00,SPX261016P05725000,14.93,-0.67,11.9,12.4,12,0.3355,-0.0273,0.0001,877
Fri Oct 16 2026,SPX261016C05750000,0,0,1821.3,1825.6,0,0.3362,0.9719,0.0001,0,5750.00,SPX261016P05750000,13.5,-2.5,12.2,12.7,16,0.3325,-0.0282,0.0001,2773
Fri Oct 16 2026,SPXW261016C05750000,1782.74,0,1817.6,1829.1,0,0.3359,0.9716,0.0001,1,5750.00,SPXW261016P05750000,16.48,0.23,12.5,12.8,2,0.3328,-0.0284,0.0001,98
Fri Oct 16 2026,SPX261016C05775000,1542.94,0,1796.5,1801.5,0,0.3331,0.971,0.0001,1,5775.00,SPX261016P05775000,13.79,-2.61,12.5,13.1,14,0.3296,-0.029,0.0001,1077
Fri Oct 16 2026,SPX261016C05800000,1656.22,0,1772.4,1776.7,0,0.33,0.9701,0.0001,43,5800.00,SPX261016P05800000,14.2,-2.65,12.8,13.4,122,0.3265,-0.0299,0.0001,6367
Fri Oct 16 2026,SPXW261016C05800000,0,0,1768.7,1780.2,0,0.3298,0.9698,0.0001,0,5800.00,SPXW261016P05800000,19.8,0,13.1,13.5,0,0.3268,-0.0302,0.0001,89
Fri Oct 16 2026,SPX261016C05825000,1722.73,0,1747.9,1752.6,0,0.3275,0.9692,0.0001,10,5825.00,SPX261016P05825000,17.2,0,13.2,13.7,0,0.3236,-0.0308,0.0001,1162
Fri Oct 16 2026,SPX261016C05850000,1134.8,0,1723.7,1727.8,0,0.3241,0.9682,0.0001,1,5850.00,SPX261016P05850000,14.9,-2.4,13.5,14.1,11,0.3206,-0.0318,0.0001,1680
Fri Oct 16 2026,SPXW261016C05850000,0,0,1719.8,1731.4,0,0.3236,0.9679,0.0001,0,5850.00,SPXW261016P05850000,24.75,0,13.8,14.2,0,0.3208,-0.0321,0.0001,458
Fri Oct 16 2026,SPX261016C05875000,0,0,1698.8,1703.8,0,0.3209,0.9672,0.0001,0,5875.00,SPX261016P05875000,15.5,-2.75,13.9,14.5,1,0.3178,-0.0328,0.0001,890
Fri Oct 16 2026,SPX261016C05900000,1414.02,0,1674.8,1679,0,0.3178,0.9662,0.0001,9,5900.00,SPX261016P05900000,15.7,-3.05,14.3,14.8,9,0.3147,-0.0339,0.0001,6857
Fri Oct 16 2026,SPXW261016C05900000,1557.06,0,1670.9,1682.6,0,0.3174,0.9659,0.0001,3,5900.00,SPXW261016P05900000,20.1,0,14.6,15,0,0.3151,-0.0342,0.0001,278
Fri Oct 16 2026,SPX261016C05925000,1098,0,1650,1655,0,0.3147,0.9651,0.0001,3,5925.00,SPX261016P05925000,21,0,14.7,15.2,0,0.3118,-0.035,0.0001,1738
Fri Oct 16 2026,SPX261016C05950000,904.41,0,1626,1630.2,0,0.3116,0.964,0.0001,13,5950.00,SPX261016P05950000,16.6,-3.2,15.1,15.6,10,0.3089,-0.0361,0.0001,2510
Fri Oct 16 2026,SPXW261016C05950000,0,0,1622.3,1633.8,0,0.3115,0.9636,0.0001,0,5950.00,SPXW261016P05950000,18.65,-1.4,15.4,15.8,1,0.3092,-0.0364,0.0001,906
Fri Oct 16 2026,SPX261016C05975000,1294.68,0,1601.3,1606.2,0,0.3086,0.9628,0.0001,3,5975.00,SPX261016P05975000,20.2,-1.5,15.5,16.1,0,0.3061,-0.0372,0.0001,3157
Fri Oct 16 2026,SPX261016C06000000,1465.6,-35.35,1577.3,1581.5,1,0.3056,0.9616,0.0001,12897,6000.00,SPX261016P06000000,17.6,-3.4,15.9,16.5,1803,0.303,-0.0385,0.0001,23810
Fri Oct 16 2026,SPXW261016C06000000,1590.18,0,1573.5,1585.1,0,0.3053,0.9612,0.0001,14,6000.00,SPXW261016P06000000,18.6,-2.65,16.3,16.6,13,0.3033,-0.0388,0.0001,908
Fri Oct 16 2026,SPX261016C06025000,1433.94,0,1552.7,1557.6,0,0.3029,0.9603,0.0001,58,6025.00,SPX261016P06025000,19.3,-2.3,16.4,17,2,0.3003,-0.0397,0.0001,2055
Fri Oct 16 2026,SPX261016C06050000,1390.5,0,1528.7,1532.8,0,0.2996,0.959,0.0001,24,6050.00,SPX261016P06050000,19,-3.2,16.9,17.4,110,0.2973,-0.0411,0.0001,4210
Fri Oct 16 2026,SPXW261016C06050000,1589.04,0,1525,1536.5,0,0.2997,0.9586,0.0001,1,6050.00,SPXW261016P06050000,19.6,-2.85,17.2,17.6,25,0.2976,-0.0414,0.0001,210
Fri Oct 16 2026,SPX261016C06075000,949.28,0,1504.1,1508.9,0,0.2968,0.9576,0.0001,5,6075.00,SPX261016P06075000,19.1,-3.8,17.4,17.9,30,0.2945,-0.0424,0.0001,2758
Fri Oct 16 2026,SPX261016C06100000,1399.77,0,1480.2,1484.3,0,0.2939,0.9562,0.0001,48,6100.00,SPX261016P06100000,19.8,-3.75,17.9,18.5,115,0.2918,-0.0439,0.0001,3274
Fri Oct 16 2026,SPXW261016C06100000,1427.56,0,1476.3,1487.8,0,0.2933,0.9558,0.0001,5,6100.00,SPXW261016P06100000,20.44,-3.36,18.2,18.6,19,0.2918,-0.0442,0.0001,216
Fri Oct 16 2026,SPX261016C06125000,1451.36,0,1456.1,1460.4,0,0.2918,0.9547,0.0001,11,6125.00,SPX261016P06125000,21.27,-2.98,18.4,19,1,0.2888,-0.0454,0.0001,646
Fri Oct 16 2026,SPX261016C06130000,0,0,1451.3,1455.6,0,0.2913,0.9544,0.0001,0,6130.00,SPX261016P06130000,26.2,0,18.5,19.1,0,0.2882,-0.0457,0.0001,103
Fri Oct 16 2026,SPX261016C06140000,0,0,1441.6,1445.9,0,0.2901,0.9538,0.0001,0,6140.00,SPX261016P06140000,32.7,0,18.7,19.3,0,0.2871,-0.0463,0.0001,707
Fri Oct 16 2026,SPX261016C06150000,1425.25,0,1431.8,1435.8,0,0.2882,0.9532,0.0001,44,6150.00,SPX261016P06150000,21.26,-3.74,18.9,19.5,409,0.2858,-0.0469,0.0001,1769
Fri Oct 16 2026,SPXW261016C06150000,1374.99,0,1427.9,1439.4,0,0.2877,0.9528,0.0001,9,6150.00,SPXW261016P06150000,22.1,-3.2,19.3,19.7,11,0.2862,-0.0473,0.0001,46
Fri Oct 16 2026,SPX261016C06160000,0,0,1422.3,1426.5,0,0.2878,0.9525,0.0001,0,6160.00,SPX261016P06160000,34.9,0,19.2,19.8,0,0.2849,-0.0476,0.0001,97
Fri Oct 16 2026,SPX261016C06170000,0,0,1412.6,1416.8,0,0.2866,0.9519,0.0001,0,6170.00,SPX261016P06170000,34.5,0,19.4,20,0,0.2837,-0.0482,0.0001,58
Fri Oct 16 2026,SPX261016C06175000,696.38,0,1407.7,1412,0,0.286,0.9515,0.0001,74,6175.00,SPX261016P06175000,25.81,0,19.5,20.1,0,0.2831,-0.0485,0.0001,670
Fri Oct 16 2026,SPX261016C06180000,0,0,1402.9,1407.1,0,0.2854,0.9512,0.0001,0,6180.00,SPX261016P06180000,31.6,0,19.6,20.3,0,0.2826,-0.0489,0.0001,547
Fri Oct 16 2026,SPX261016C06190000,0,0,1393.2,1397.4,0,0.2841,0.9505,0.0001,0,6190.00,SPX261016P06190000,26.4,0.15,19.8,20.5,1,0.2814,-0.0495,0.0001,243
Fri Oct 16 2026,SPX261016C06200000,1343.85,0,1383.6,1387.4,0,0.2826,0.9498,0.0001,100,6200.00,SPX261016P06200000,25,-1.6,20.1,20.7,3,0.2803,-0.0502,0.0001,3931
Fri Oct 16 2026,SPXW261016C06200000,1372.12,0,1379.6,1391.1,0,0.2822,0.9494,0.0001,10,6200.00,SPXW261016P06200000,22.3,-4.55,20.4,20.9,5,0.2805,-0.0506,0.0001,604
Fri Oct 16 2026,SPX261016C06210000,1339.82,0,1373.9,1378.1,0,0.2819,0.9491,0.0001,1,6210.00,SPX261016P06210000,37.47,0,20.3,21,0,0.2792,-0.0509,0.0001,207
Fri Oct 16 2026,SPX261016C06220000,0,0,1364.2,1368.4,0,0.2806,0.9484,0.0001,0,6220.00,SPX261016P06220000,32.9,0,20.6,21.2,0,0.278,-0.0516,0.0001,263
Fri Oct 16 2026,SPX261016C06225000,1356.34,0,1359.4,1363.6,0,0.2801,0.9481,0.0001,39,6225.00,SPX261016P06225000,30.87,-3.97,20.7,21.4,0,0.2776,-0.052,0.0001,1120
Fri Oct 16 2026,SPX261016C06230000,0,0,1354.6,1358.8,0,0.2796,0.9477,0.0001,0,6230.00,SPX261016P06230000,40.5,0,20.8,21.5,0,0.2769,-0.0523,0.0001,790
Fri Oct 16 2026,SPX261016C06240000,0,0,1344.9,1349.1,0,0.2784,0.947,0.0001,0,6240.00,SPX261016P06240000,33.3,0,21.1,21.8,0,0.2759,-0.0531,0.0001,290
Fri Oct 16 2026,SPX261016C06250000,1400.71,0,1335.3,1339.1,0,0.2768,0.9462,0.0001,133,6250.00,SPX261016P06250000,23.4,-4.9,21.4,22,41,0.2748,-0.0538,0.0001,8742
Fri Oct 16 2026,SPXW261016C06250000,1466.13,0,1331.3,1342.8,0,0.2764,0.9458,0.0001,4,6250.00,SPXW261016P06250000,23.8,-4.8,21.7,22.2,1,0.2749,-0.0542,0.0001,669
Fri Oct 16 2026,SPX261016C06260000,1387.68,0,1325.6,1329.8,0,0.276,0.9455,0.0001,2,6260.00,SPX261016P06260000,28.5,-0.15,21.6,22.3,1,0.2736,-0.0546,0.0001,551
Fri Oct 16 2026,SPX261016C06270000,0,0,1316,1320.1,0,0.2749,0.9447,0.0001,0,6270.00,SPX261016P06270000,29.38,0,21.9,22.6,0,0.2726,-0.0554,0.0001,72
Fri Oct 16 2026,SPX261016C06275000,968.74,0,1311.2,1315.3,0,0.2744,0.9443,0.0001,6,6275.00,SPX261016P06275000,32.48,3.23,22,22.7,80,0.2719,-0.0557,0.0001,1614
Fri Oct 16 2026,SPX261016C06280000,0,0,1306.4,1310.5,0,0.2738,0.9439,0.0001,0,6280.00,SPX261016P06280000,40.7,0,22.2,22.8,0,0.2714,-0.0561,0.0001,514
Fri Oct 16 2026,SPX261016C06290000,1053.75,0,1296.7,1300.9,0,0.2726,0.9431,0.0001,1,6290.00,SPX261016P06290000,24.69,-5.06,22.5,23.1,1,0.2703,-0.0569,0.0001,46
Fri Oct 16 2026,SPXW261016C06290000,0,0,1292.8,1304.1,0,0.2721,0.9427,0.0001,0,6290.00,SPXW261016P06290000,34,0,22.8,23.3,0,0.2705,-0.0574,0.0001,16
Fri Oct 16 2026,SPX261016C06300000,1247.18,0,1287.2,1290.9,0,0.2712,0.9423,0.0001,136,6300.00,SPX261016P06300000,25.95,-4.2,22.7,23.4,430,0.2691,-0.0578,0.0001,4161
Fri Oct 16 2026,SPXW261016C06300000,0,0,1283.1,1294.6,0,0.2706,0.9419,0.0001,0,6300.00,SPXW261016P06300000,31.3,0.8,23.1,23.6,9,0.2694,-0.0582,0.0001,79
Fri Oct 16 2026,SPX261016C06310000,0,0,1277.5,1281.6,0,0.2704,0.9415,0.0001,0,6310.00,SPX261016P06310000,24.7,-5.85,23,23.7,1,0.2681,-0.0586,0.0001,117
Fri Oct 16 2026,SPXW261016C06310000,0,0,1273.5,1285,0,0.2695,0.941,0.0001,0,6310.00,SPXW261016P06310000,25.27,-5.63,23.4,23.9,8,0.2683,-0.059,0.0001,37
Fri Oct 16 2026,SPX261016C06320000,0,0,1267.9,1272,0,0.2692,0.9406,0.0001,0,6320.00,SPX261016P06320000,33.6,0,23.3,24,0,0.267,-0.0594,0.0001,55
Fri Oct 16 2026,SPXW261016C06320000,0,0,1263.9,1275.3,0,0.2687,0.9402,0.0001,0,6320.00,SPXW261016P06320000,0,0,23.7,24.2,0,0.2672,-0.0598,0.0001,0
Fri Oct 16 2026,SPX261016C06325000,1272.38,0,1263.1,1267.2,0,0.2687,0.9402,0.0001,13,6325.00,SPX261016P06325000,33.35,2.2,23.5,24.1,80,0.2664,-0.0598,0.0001,597
Fri Oct 16 2026,SPXW261016C06325000,1307.55,0,1259.1,1270.6,0,0.2679,0.9398,0.0001,19,6325.00,SPXW261016P06325000,27.4,-4.1,23.9,24.3,2,0.2667,-0.0603,0.0001,63
Fri Oct 16 2026,SPX261016C06330000,0,0,1258.3,1262.4,0,0.2682,0.9398,0.0001,0,6330.00,SPX261016P06330000,33.5,0,23.6,24.3,0,0.2659,-0.0603,0.0001,300
Fri Oct 16 2026,SPXW261016C06330000,0,0,1254.3,1265.8,0,0.2673,0.9393,0.0001,0,6330.00,SPXW261016P06330000,0,0,24,24.5,0,0.2661,-0.0607,0.0001,0
Fri Oct 16 2026,SPX261016C06340000,0,0,1248.7,1252.8,0,0.267,0.9389,0.0001,0,6340.00,SPX261016P06340000,30.6,0,23.9,24.6,0,0.2648,-0.0611,0.0001,360
Fri Oct 16 2026,SPXW261016C06340000,0,0,1244.7,1256.2,0,0.2662,0.9384,0.0001,0,6340.00,SPXW261016P06340000,32.4,0,24.3,24.8,0,0.265,-0.0616,0.0001,1
Fri Oct 16 2026,SPX261016C06350000,1195.66,0,1238.9,1242.8,0,0.2652,0.938,0.0001,37,6350.00,SPX261016P06350000,29.62,-2.63,24.2,24.9,85,0.2636,-0.062,0.0001,1283
Fri Oct 16 2026,SPXW261016C06350000,1278.36,0,1235.1,1246.6,0,0.2651,0.9376,0.0001,90,6350.00,SPXW261016P06350000,35.76,0,24.6,25.1,0,0.2638,-0.0625,0.0001,306
Fri Oct 16 2026,SPX261016C06360000,0,0,1229.5,1233.5,0,0.2646,0.9371,0.0001,1,6360.00,SPX261016P06360000,36,0,24.6,25.2,0,0.2626,-0.0629,0.0001,109
Fri Oct 16 2026,SPXW261016C06360000,0,0,1225.4,1237,0,0.2639,0.9366,0.0001,0,6360.00,SPXW261016P06360000,26.87,-6.08,25,25.4,8,0.2628,-0.0634,0.0001,8
Fri Oct 16 2026,SPX261016C06370000,0,0,1219.9,1223.9,0,0.2635,0.9362,0.0001,0,6370.00,SPX261016P06370000,44.7,0,24.9,25.5,0,0.2615,-0.0638,0.0001,87
Fri Oct 16 2026,SPXW261016C06370000,1179.17,31.42,1215.9,1227.4,5,0.2628,0.9357,0.0001,5,6370.00,SPXW261016P06370000,43.6,0,25.3,25.8,0,0.2618,-0.0643,0.0001,17
Fri Oct 16 2026,SPX261016C06375000,775.35,0,1215.1,1219.2,0,0.263,0.9357,0.0001,179,6375.00,SPX261016P06375000,33.7,0,25,25.7,0,0.2609,-0.0643,0.0001,424
Fri Oct 16 2026,SPXW261016C06375000,0,0,1211,1222.7,0,0.2623,0.9353,0.0001,0,6375.00,SPXW261016P06375000,32.8,-0.8,25.4,25.9,27,0.2611,-0.0648,0.0001,58
Fri Oct 16 2026,SPX261016C06380000,0,0,1210.3,1214.4,0,0.2625,0.9353,0.0001,0,6380.00,SPX261016P06380000,27.5,-6.05,25.2,25.9,3,0.2604,-0.0648,0.0001,52
Fri Oct 16 2026,SPXW261016C06380000,0,0,1206.3,1217.9,0,0.2618,0.9348,0.0001,0,6380.00,SPXW261016P06380000,44.2,0,25.6,26.1,0,0.2606,-0.0652,0.0001,5
Fri Oct 16 2026,SPX261016C06390000,990.06,0,1200.7,1204.8,0,0.2613,0.9343,0.0001,1,6390.00,SPX261016P06390000,36.3,0,25.5,26.2,0,0.2593,-0.0657,0.0001,128
Fri Oct 16 2026,SPXW261016C06390000,1159.14,31.84,1196.8,1208.1,5,0.2609,0.9338,0.0001,5,6390.00,SPXW261016P06390000,0,0,26,26.4,0,0.2596,-0.0662,0.0001,0
Fri Oct 16 2026,SPX261016C06400000,1216.79,0,1191,1194.8,0,0.2595,0.9334,0.0001,703,6400.00,SPX261016P06400000,28.4,-6,25.8,26.5,92,0.2581,-0.0667,0.0001,8955
Fri Oct 16 2026,SPXW261016C06400000,1118.74,0,1187.2,1198.7,0,0.2596,0.9328,0.0001,11,6400.00,SPXW261016P06400000,28.73,-6.02,26.3,26.8,2,0.2585,-0.0672,0.0001,182
Fri Oct 16 2026,SPX261016C06410000,1168.31,0,1181.6,1185.6,0,0.259,0.9324,0.0001,10,6410.00,SPX261016P06410000,37.95,0,26.2,26.9,0,0.2571,-0.0677,0.0001,46
Fri Oct 16 2026,SPXW261016C06410000,0,0,1177.6,1189.1,0,0.2584,0.9319,0.0001,0,6410.00,SPXW261016P06410000,46,0,26.6,27.1,0,0.2573,-0.0682,0.0001,31
Fri Oct 16 2026,SPX261016C06420000,1155.39,0,1172,1176.1,0,0.2579,0.9314,0.0001,1,6420.00,SPX261016P06420000,39.7,0,26.5,27.2,0,0.2559,-0.0687,0.0001,557
Fri Oct 16 2026,SPXW261016C06420000,0,0,1168.1,1179.6,0,0.2574,0.9308,0.0001,0,6420.00,SPXW261016P06420000,0,0,27,27.5,0,0.2563,-0.0692,0.0001,0
Fri Oct 16 2026,SPX261016C06425000,484,0,1167.3,1171.3,0,0.2574,0.9308,0.0001,66,6425.00,SPX261016P06425000,38.39,0,26.8,27.4,0,0.2556,-0.0692,0.0001,2255
Fri Oct 16 2026,SPXW261016C06425000,0,0,1163.3,1174.8,0,0.2568,0.9303,0.0001,0,6425.00,SPXW261016P06425000,31.7,-4.2,27.2,27.7,1,0.2558,-0.0697,0.0001,68
Fri Oct 16 2026,SPX261016C06430000,964.85,0,1162.5,1166.5,0,0.2568,0.9303,0.0001,1,6430.00,SPX261016P06430000,38.3,0,26.9,27.6,0,0.2549,-0.0697,0.0001,440
Fri Oct 16 2026,SPXW261016C06430000,0,0,1158.5,1170,0,0.2562,0.9298,0.0001,0,6430.00,SPXW261016P06430000,42.3,0,27.4,27.9,0,0.2553,-0.0702,0.0001,10
Fri Oct 16 2026,SPX261016C06440000,0,0,1152.9,1156.9,0,0.2556,0.9293,0.0002,0,6440.00,SPX261016P06440000,32.6,-3.75,27.3,28,3,0.2539,-0.0708,0.0002,173
Fri Oct 16 2026,SPXW261016C06440000,0,0,1148.8,1160.3,0,0.2548,0.9288,0.0002,0,6440.00,SPXW261016P06440000,0,0,27.7,28.2,0,0.2541,-0.0713,0.0002,0
Fri Oct 16 2026,SPX261016C06450000,1146.8,0,1143.2,1147,0,0.254,0.9282,0.0002,89,6450.00,SPX261016P06450000,30.9,-5.9,27.6,28.3,344,0.2527,-0.0718,0.0002,7199
Fri Oct 16 2026,SPXW261016C06450000,1141.18,0,1139.4,1150.9,0,0.254,0.9277,0.0002,5,6450.00,SPXW261016P06450000,30.73,-6.42,28.1,28.6,2,0.2531,-0.0723,0.0002,44
Fri Oct 16 2026,SPX261016C06460000,0,0,1133.9,1137.8,0,0.2534,0.9272,0.0002,0,6460.00,SPX261016P06460000,39.9,0,28,28.7,0,0.2517,-0.0729,0.0002,155
Fri Oct 16 2026,SPXW261016C06460000,0,0,1129.8,1141.4,0,0.2528,0.9266,0.0002,0,6460.00,SPXW261016P06460000,49.2,0,28.5,28.9,0,0.2519,-0.0734,0.0002,8
Fri Oct 16 2026,SPX261016C06470000,0,0,1124.3,1128.3,0,0.2523,0.9261,0.0002,0,6470.00,SPX261016P06470000,54.12,0,28.4,29.1,0,0.2506,-0.074,0.0002,122
Fri Oct 16 2026,SPXW261016C06470000,0,0,1120.4,1131.9,0,0.2519,0.9255,0.0002,0,6470.00,SPXW261016P06470000,0,0,28.9,29.4,0,0.251,-0.0745,0.0002,0
Fri Oct 16 2026,SPX261016C06475000,965.3,0,1119.6,1123.5,0,0.2518,0.9255,0.0002,567,6475.00,SPX261016P06475000,40.75,0,28.6,29.3,0,0.2501,-0.0746,0.0002,1434
Fri Oct 16 2026,SPXW261016C06475000,1165.42,0,1115.5,1127.2,0,0.2513,0.925,0.0002,18,6475.00,SPXW261016P06475000,54,0,29.1,29.6,0,0.2505,-0.0751,0.0002,11
Fri Oct 16 2026,SPX261016C06480000,0,0,1114.8,1118.8,0,0.2512,0.9249,0.0002,0,6480.00,SPX261016P06480000,40.2,0,28.8,29.5,0,0.2496,-0.0751,0.0002,86
Fri Oct 16 2026,SPXW261016C06480000,0,0,1110.9,1122.4,0,0.2508,0.9244,0.0002,0,6480.00,SPXW261016P06480000,0,0,29.3,29.8,0,0.2499,-0.0756,0.0002,0
Fri Oct 16 2026,SPX261016C06490000,881.21,0,1105.3,1109.3,0,0.2502,0.9238,0.0002,1,6490.00,SPX261016P06490000,42.95,0,29.2,29.9,0,0.2485,-0.0763,0.0002,159
Fri Oct 16 2026,SPXW261016C06490000,0,0,1101.3,1112.9,0,0.2497,0.9232,0.0002,0,6490.00,SPXW261016P06490000,39.7,0,29.7,30.2,0,0.2488,-0.0768,0.0002,1
Fri Oct 16 2026,SPX261016C06500000,1070.22,46.22,1095.6,1099.4,1,0.2485,0.9226,0.0002,621,6500.00,SPX261016P06500000,33.6,-5.8,29.6,30.3,548,0.2474,-0.0774,0.0002,17130
Fri Oct 16 2026,SPXW261016C06500000,1156.27,0,1091.8,1103.4,0,0.2486,0.9221,0.0002,94,6500.00,SPXW261016P06500000,32.5,-7.3,30.1,30.6,13,0.2478,-0.078,0.0002,259
Fri Oct 16 2026,SPX261016C06510000,1051.3,0,1086.3,1090.2,0,0.2479,0.9215,0.0002,1,6510.00,SPX261016P06510000,42.5,0,30,30.7,0,0.2463,-0.0786,0.0002,296
Fri Oct 16 2026,SPXW261016C06510000,0,0,1082.3,1093.9,0,0.2475,0.9209,0.0002,0,6510.00,SPXW261016P06510000,57.3,0,30.5,31,0,0.2466,-0.0791,0.0002,1
